20260111T,25270.00,25270.00,25270.00,25270.00,7
20260111T,25280.00,25280.00,25280.00,25280.00,7
20260111T,25290.00,25290.00,25290.00,25290.00,7
20260111T,25370.00,25370.00,25370.00,25370.00,7
20260111T,25380.00,25380.00,25380.00,25380.00,7
20260111T,25410.00,25410.00,25410.00,25410.00,7
20260111T,25450.00,25450.00,25450.00,25450.00,7
20260111T,25500.00,25500.00,25500.00,25500.00,7
20260111T,25350.00,25350.00,25350.00,25350.00,6
20260112T,25335.87,25335.87,25335.87,25335.87,10
20260112T,25300.00,25300.00,25300.00,25300.00,9
20260112T,25400.00,25400.00,25400.00,25400.00,9
20260112T,25250.00,25250.00,25250.00,25250.00,8
20260112T,25349.49,25349.49,25349.49,25349.49,8
20260112T,25180.00,25180.00,25180.00,25180.00,7
20260112T,25200.00,25200.00,25200.00,25200.00,7
20260112T,25240.00,25240.00,25240.00,25240.00,7
20260112T,25260.00,25260.00,25260.00,25260.00,7
20260112T,25270.00,25270.00,25270.00,25270.00,7
20260112T,25280.00,25280.00,25280.00,25280.00,7
20260112T,25290.00,25290.00,25290.00,25290.00,7
20260112T,25370.00,25370.00,25370.00,25370.00,7
20260112T,25380.00,25380.00,25380.00,25380.00,7
